Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
2021-01-10,IRQ,IRAQ,EMR,961,,5886,
2021-01-10,IRL,IRELAND,EUR,1317,144,2867,335
2021-01-10,IMN,ISLE OF MAN,EUR,,,,
2021-01-10,ISR,ISRAEL,EUR,,,1804,179
2021-01-10,ITA,ITALY,EUR,9445,1291,35888,4908
2021-01-10,JAM,JAMAICA,AMR,16,,54,
2021-01-10,JPN,JAPAN,WPR,,,628967,
2021-01-10,JEY,JERSEY,EUR,0,,4,0
2021-01-10,JOR,JORDAN,EMR,535,,552,0
2021-01-10,KAZ,KAZAKHSTAN,EUR,,,,
2021-01-10,KEN,KENYA,AFR,,,,
2021-01-10,KIR,KIRIBATI,WPR,,,,
2021-01-10,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2021-01-10,KWT,KUWAIT,EMR,44,,92,
2021-01-10,KGZ,KYRGYZSTAN,EUR,,,,
2021-01-10,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2021-01-10,LVA,LATVIA,EUR,938,119,3334,414
2021-01-10,LBN,LEBANON,EMR,,,19,
2021-01-10,LSO,LESOTHO,AFR,,,,
2021-01-10,LBR,LIBERIA,AFR,,,,
2021-01-10,LBY,LIBYA,EMR,,,,
2021-01-10,LIE,LIECHTENSTEIN,EUR,,,,
2021-01-10,LTU,LITHUANIA,EUR,794,33,4359,209
2021-01-10,LUX,LUXEMBOURG,EUR,56,9,267,35
2021-01-10,MDG,MADAGASCAR,AFR,,,,
2021-01-10,MWI,MALAWI,AFR,,,,
2021-01-10,MYS,MALAYSIA,WPR,19651,,57746,
2021-01-10,MDV,MALDIVES,SEAR,48,,48,
2021-01-10,MLI,MALI,AFR,,,,
2021-01-10,MLT,MALTA,EUR,39,1,128,18
2021-01-10,MHL,MARSHALL ISLANDS,WPR,,,,
2021-01-10,MTQ,MARTINIQUE,AMR,,,,
2021-01-10,MRT,MAURITANIA,AFR,,,,
2021-01-10,MUS,MAURITIUS,AFR,,,,
2021-01-10,MYT,MAYOTTE,AFR,,,,
2021-01-10,MEX,MEXICO,AMR,14465,238,46896,712
2021-01-10,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2021-01-10,MCO,MONACO,EUR,,,,
2021-01-10,MNG,MONGOLIA,WPR,,,,
2021-01-10,MNE,MONTENEGRO,EUR,166,5,747,23
2021-01-10,MSR,MONTSERRAT,AMR,,,,
2021-01-10,MAR,MOROCCO,EMR,,847,,3384
2021-01-10,MOZ,MOZAMBIQUE,AFR,,,,
2021-01-10,MMR,MYANMAR,SEAR,4259,,22262,
2021-01-10,NAM,NAMIBIA,AFR,,,,
2021-01-10,NRU,NAURU,WPR,,,,
2021-01-10,NPL,NEPAL,SEAR,,,,
2021-01-10,NLD,NETHERLANDS,EUR,1709,301,7420,1219
2021-01-10,NCL,NEW CALEDONIA,WPR,,,,
2021-01-10,NZL,NEW ZEALAND,WPR,,,2,0
2021-01-10,NIC,NICARAGUA,AMR,,,,
2021-01-10,NER,NIGER,AFR,,,,
2021-01-10,NGA,NIGERIA,AFR,,,,
2021-01-10,NIU,NIUE,WPR,,,,
2021-01-10,MKD,NORTH MACEDONIA,EUR,153,11,917,80
2021-01-10,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2021-01-10,NOR,NORWAY,EUR,45,21,151,53
2021-01-10,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2021-01-10,OMN,OMAN,EMR,55,14,278,80
2021-01-10,PAK,PAKISTAN,EMR,1153,,2460,0
2021-01-10,PLW,PALAU,WPR,,,,
2021-01-10,PAN,PANAMA,AMR,,,,
2021-01-10,PNG,PAPUA NEW GUINEA,WPR,,,,
2021-01-10,PRY,PARAGUAY,AMR,,,,
2021-01-10,PER,PERU,AMR,,,,
2021-01-10,PHL,PHILIPPINES,WPR,,,2738,
2021-01-10,PCN,PITCAIRN ISLANDS,WPR,,,,
2021-01-10,POL,POLAND,EUR,1870,19,7484,62
2021-01-10,PRT,PORTUGAL,EUR,227,304,4440,802
2021-01-10,PRI,PUERTO RICO,AMR,,,,
2021-01-10,QAT,QATAR,EMR,14,18,861,67
2021-01-10,KOR,REPUBLIC OF KOREA,WPR,,,,
2021-01-10,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2021-01-10,REU,RÉUNION,AFR,,,,
2021-01-10,ROU,ROMANIA,EUR,,,,
2021-01-10,RUS,RUSSIAN FEDERATION,EUR,,,,
2021-01-10,RWA,RWANDA,AFR,,,,
2021-01-10,BLM,SAINT BARTHÉLEMY,AMR,,,,
2021-01-10,SHN,SAINT HELENA,AFR,,,,
2021-01-10,KNA,SAINT KITTS AND NEVIS,AMR,0,,0,
2021-01-10,LCA,SAINT LUCIA,AMR,0,,0,
2021-01-10,MAF,SAINT MARTIN,AMR,,,,
2021-01-10,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2021-01-10,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,0,0
2021-01-10,WSM,SAMOA,WPR,,,,
2021-01-10,SMR,SAN MARINO,EUR,,,,
2021-01-10,STP,SAO TOME AND PRINCIPE,AFR,,,,
2021-01-10,SAU,SAUDI ARABIA,EMR,,18,,46
2021-01-10,SEN,SENEGAL,AFR,,,,
2021-01-10,SRB,SERBIA,EUR,,,,
2021-01-10,SYC,SEYCHELLES,AFR,,,,
2021-01-10,SLE,SIERRA LEONE,AFR,,,,
2021-01-10,SGP,SINGAPORE,WPR,,,,
2021-01-10,SXM,SINT MAARTEN,AMR,3,0,8,2
2021-01-10,SVK,SLOVAKIA,EUR,1094,119,4017,372
2021-01-10,SVN,SLOVENIA,EUR,,,,
2021-01-10,SLB,SOLOMON ISLANDS,WPR,,,,
2021-01-10,SOM,SOMALIA,EMR,,,,
2021-01-10,ZAF,SOUTH AFRICA,AFR,,,,
2021-01-10,SSD,SOUTH SUDAN,AFR,,,,
2021-01-10,ESP,SPAIN,EUR,8744,876,24410,2420
2021-01-10,LKA,SRI LANKA,SEAR,,,,
2021-01-10,SDN,SUDAN,EMR,985,,4335,
2021-01-10,SUR,SURINAME,AMR,,,,
2021-01-10,SWE,SWEDEN,EUR,1007,191,4445,837
2021-01-10,CHE,SWITZERLAND,EUR,1020,,4427,
2021-01-10,SYR,SYRIAN ARAB REPUBLIC,EMR,13,,50,
2021-01-10,TJK,TAJIKISTAN,EUR,,,,
2021-01-10,THA,THAILAND,SEAR,,,,
2021-01-10,GBR,THE UNITED KINGDOM,EUR,,,,
2021-01-10,TLS,TIMOR-LESTE,SEAR,3,,18,
2021-01-10,TGO,TOGO,AFR,,,,
2021-01-10,TKL,TOKELAU,WPR,,,,
2021-01-10,TON,TONGA,WPR,,,,
2021-01-10,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2021-01-10,TUN,TUNISIA,EMR,518,,1507,0
2021-01-10,TUR,TURKEY,EUR,5977,2057,57590,10490
2021-01-10,TKM,TURKMENISTAN,EUR,,,,
2021-01-10,TCA,TURKS AND CAICOS ISLANDS,AMR,3,0,5,0
2021-01-10,TUV,TUVALU,WPR,,,,
2021-01-10,UGA,UGANDA,AFR,,,,
2021-01-10,UKR,UKRAINE,EUR,5597,853,26948,3347
2021-01-10,ARE,UNITED ARAB EMIRATES,EMR,,,,
2021-01-10,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2021-01-10,USA,UNITED STATES OF AMERICA,AMR,116066,,438577,
2021-01-10,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2021-01-10,URY,URUGUAY,AMR,,,,
2021-01-10,UZB,UZBEKISTAN,EUR,,,,
2021-01-10,VUT,VANUATU,WPR,,,,
2021-01-10,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2021-01-10,VNM,VIET NAM,WPR,,,,
2021-01-10,WLF,WALLIS AND FUTUNA,WPR,,,,
2021-01-10,YEM,YEMEN,EMR,,,,
2021-01-10,ZMB,ZAMBIA,AFR,,,,
2021-01-10,ZWE,ZIMBABWE,AFR,,,,
2021-01-03,AFG,AFGHANISTAN,EMR,71,,525,
2021-01-03,ALB,ALBANIA,EUR,,,,
2021-01-03,DZA,ALGERIA,AFR,,,,
2021-01-03,ASM,AMERICAN SAMOA,WPR,,,,
2021-01-03,AND,ANDORRA,EUR,,,,
2021-01-03,AGO,ANGOLA,AFR,,,,
2021-01-03,AIA,ANGUILLA,AMR,2,,5,0
2021-01-03,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2021-01-03,ARG,ARGENTINA,AMR,2049,386,6603,1212
2021-01-03,ARM,ARMENIA,EUR,,,,
2021-01-03,ABW,ARUBA,AMR,12,3,26,4
2021-01-03,AUS,AUSTRALIA,WPR,,,,
2021-01-03,AUT,AUSTRIA,EUR,693,112,3190,527
2021-01-03,AZE,AZERBAIJAN,EUR,,,,
2021-01-03,BHS,BAHAMAS,AMR,15,0,60,0
2021-01-03,BHR,BAHRAIN,EMR,378,,1341,
2021-01-03,BGD,BANGLADESH,SEAR,1775,,8798,
2021-01-03,BRB,BARBADOS,AMR,,,,
2021-01-03,BLR,BELARUS,EUR,,,,
2021-01-03,BEL,BELGIUM,EUR,662,,4426,
2021-01-03,BLZ,BELIZE,AMR,,,,
2021-01-03,BEN,BENIN,AFR,,,,
2021-01-03,BMU,BERMUDA,AMR,5,0,11,1
2021-01-03,BTN,BHUTAN,SEAR,22,,22,
2021-01-03,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2021-01-03,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2021-01-03,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
2021-01-03,BWA,BOTSWANA,AFR,,,,
2021-01-03,BRA,BRAZIL,AMR,14860,5262,61455,20900
2021-01-03,VGB,BRITISH VIRGIN ISLANDS,AMR,,,,
2021-01-03,BRN,BRUNEI DARUSSALAM,WPR,,,,
2021-01-03,BGR,BULGARIA,EUR,2485,,14640,
2021-01-03,BFA,BURKINA FASO,AFR,,,,
2021-01-03,BDI,BURUNDI,AFR,,,,
2021-01-03,CPV,CABO VERDE,AFR,,,,
2021-01-03,KHM,CAMBODIA,WPR,,,,
2021-01-03,CMR,CAMEROON,AFR,,,,
2021-01-03,CAN,CANADA,AMR,2428,,9198,
2021-01-03,CYM,CAYMAN ISLANDS,AMR,12,,55,
2021-01-03,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2021-01-03,TCD,CHAD,AFR,,,,
2021-01-03,CHL,CHILE,AMR,1514,567,4861,1737
2021-01-03,CHN,CHINA,WPR,175,,527,
2021-01-03,COL,COLOMBIA,AMR,,,,
2021-01-03,COM,COMOROS,AFR,,,,
2021-01-03,COG,CONGO,AFR,,,,
2021-01-03,COK,COOK ISLANDS,WPR,,,,
2021-01-03,CRI,COSTA RICA,AMR,264,67,1361,293
2021-01-03,CIV,CÔTE D’IVOIRE,AFR,,,,
2021-01-03,HRV,CROATIA,EUR,,,,
2021-01-03,CUB,CUBA,AMR,,,,
2021-01-03,CUW,CURAÇAO,AMR,8,0,35,3
2021-01-03,CYP,CYPRUS,EUR,127,12,405,53
2021-01-03,CZE,CZECHIA,EUR,5626,948,16450,2912
2021-01-03,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2021-01-03,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2021-01-03,DNK,DENMARK,EUR,2,,12,2
2021-01-03,DJI,DJIBOUTI,EMR,,,,
2021-01-03,DMA,DOMINICA,AMR,,,,
2021-01-03,DOM,DOMINICAN REPUBLIC,AMR,,0,,0
2021-01-03,ECU,ECUADOR,AMR,494,,1718,
2021-01-03,EGY,EGYPT,EMR,2630,690,8153,1961
2021-01-03,SLV,EL SALVADOR,AMR,,,,
2021-01-03,GNQ,EQUATORIAL GUINEA,AFR,,,,
2021-01-03,ERI,ERITREA,AFR,,,,
2021-01-03,EST,ESTONIA,EUR,283,33,987,101
2021-01-03,SWZ,ESWATINI,AFR,,,,
2021-01-03,ETH,ETHIOPIA,AFR,,,,
2021-01-03,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
2021-01-03,FRO,FAROE ISLANDS,EUR,,,,
2021-01-03,FJI,FIJI,WPR,,,,
2021-01-03,FIN,FINLAND,EUR,70,12,361,74
2021-01-03,FRA,FRANCE,EUR,7158,1092,30884,4399
2021-01-03,GUF,FRENCH GUIANA,AMR,,,,
2021-01-03,PYF,FRENCH POLYNESIA,WPR,,,,
2021-01-03,GAB,GABON,AFR,,,,
2021-01-03,GMB,GAMBIA,AFR,,,,
2021-01-03,GEO,GEORGIA,EUR,,,,
2021-01-03,DEU,GERMANY,EUR,11167,881,45534,3418
2021-01-03,GHA,GHANA,AFR,,,,
2021-01-03,GIB,GIBRALTAR,EUR,,,,
2021-01-03,GRC,GREECE,EUR,1000,126,5474,739
2021-01-03,GRL,GREENLAND,EUR,,,,
2021-01-03,GRD,GRENADA,AMR,,,,
2021-01-03,GLP,GUADELOUPE,AMR,,,,
2021-01-03,GUM,GUAM,WPR,,,,
2021-01-03,GTM,GUATEMALA,AMR,21,15,65,50
2021-01-03,GGY,GUERNSEY,EUR,,,,
2021-01-03,GIN,GUINEA,AFR,,,,
2021-01-03,GNB,GUINEA-BISSAU,AFR,,,,
2021-01-03,GUY,GUYANA,AMR,,,,
2021-01-03,HTI,HAITI,AMR,,,,
2021-01-03,VAT,HOLY SEE,EUR,,,,
2021-01-03,HND,HONDURAS,AMR,,,,
2021-01-03,HUN,HUNGARY,EUR,,,,
2021-01-03,ISL,ICELAND,EUR,0,,4,
2021-01-03,IND,INDIA,SEAR,,,,
2021-01-03,IDN,INDONESIA,SEAR,21116,,77364,
2021-01-03,XXL,International commercial vessel,OTHER,,,,
2021-01-03,XXF,International conveyance (American Samoa),OTHER,,,,
2021-01-03,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2021-01-03,XXI,International conveyance (Kiribati),OTHER,,,,
2021-01-03,XXG,International conveyance (Solomon Islands),OTHER,,,,
2021-01-03,XXH,International conveyance (Vanuatu),OTHER,,,,
2021-01-03,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,5115,,26905,
2021-01-03,IRQ,IRAQ,EMR,1442,,8168,
2021-01-03,IRL,IRELAND,EUR,858,117,1720,199
2021-01-03,IMN,ISLE OF MAN,EUR,,,,
2021-01-03,ISR,ISRAEL,EUR,,,2405,238
2021-01-03,ITA,ITALY,EUR,9308,1204,35778,5053
2021-01-03,JAM,JAMAICA,AMR,14,,54,
2021-01-03,JPN,JAPAN,WPR,248207,,794279,
2021-01-03,JEY,JERSEY,EUR,0,,9,1
2021-01-03,JOR,JORDAN,EMR,11,0,34,0
2021-01-03,KAZ,KAZAKHSTAN,EUR,,,,
2021-01-03,KEN,KENYA,AFR,,,,
2021-01-03,KIR,KIRIBATI,WPR,,,,
2021-01-03,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2021-01-03,KWT,KUWAIT,EMR,4,,53,
2021-01-03,KGZ,KYRGYZSTAN,EUR,,,,
2021-01-03,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2021-01-03,LVA,LATVIA,EUR,842,111,3046,402
2021-01-03,LBN,LEBANON,EMR,,,19,
2021-01-03,LSO,LESOTHO,AFR,,,,
2021-01-03,LBR,LIBERIA,AFR,,,,
2021-01-03,LBY,LIBYA,EMR,,,,
2021-01-03,LIE,LIECHTENSTEIN,EUR,,,,
2021-01-03,LTU,LITHUANIA,EUR,1114,69,5128,210
2021-01-03,LUX,LUXEMBOURG,EUR,27,7,367,45
2021-01-03,MDG,MADAGASCAR,AFR,,,,
2021-01-03,MWI,MALAWI,AFR,,,,
2021-01-03,MYS,MALAYSIA,WPR,16441,,48982,
2021-01-03,MDV,MALDIVES,SEAR,,,,
2021-01-03,MLI,MALI,AFR,,,,
2021-01-03,MLT,MALTA,EUR,29,8,131,21
2021-01-03,MHL,MARSHALL ISLANDS,WPR,,,,
2021-01-03,MTQ,MARTINIQUE,AMR,,,,
2021-01-03,MRT,MAURITANIA,AFR,,,,
2021-01-03,MUS,MAURITIUS,AFR,,,,
2021-01-03,MYT,MAYOTTE,AFR,,,,
2021-01-03,MEX,MEXICO,AMR,11607,175,42230,622
2021-01-03,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2021-01-03,MCO,MONACO,EUR,,,,
2021-01-03,MNG,MONGOLIA,WPR,,,,
2021-01-03,MNE,MONTENEGRO,EUR,145,4,820,26
2021-01-03,MSR,MONTSERRAT,AMR,,,,
2021-01-03,MAR,MOROCCO,EMR,,829,,3339
2021-01-03,MOZ,MOZAMBIQUE,AFR,,,,
2021-01-03,MMR,MYANMAR,SEAR,4459,,27190,
2021-01-03,NAM,NAMIBIA,AFR,,,,
2021-01-03,NRU,NAURU,WPR,,,,
2021-01-03,NPL,NEPAL,SEAR,,,,
2021-01-03,NLD,NETHERLANDS,EUR,1988,337,7116,1144
2021-01-03,NCL,NEW CALEDONIA,WPR,,,,
2021-01-03,NZL,NEW ZEALAND,WPR,2,0,3,0
2021-01-03,NIC,NICARAGUA,AMR,,,,
2021-01-03,NER,NIGER,AFR,,,,
2021-01-03,NGA,NIGERIA,AFR,,,,
2021-01-03,NIU,NIUE,WPR,,,,
2021-01-03,MKD,NORTH MACEDONIA,EUR,168,25,1173,92
2021-01-03,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2021-01-03,NOR,NORWAY,EUR,28,1,148,53
2021-01-03,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2021-01-03,OMN,OMAN,EMR,78,25,314,97
2021-01-03,PAK,PAKISTAN,EMR,786,,1307,0
2021-01-03,PLW,PALAU,WPR,,,,
2021-01-03,PAN,PANAMA,AMR,,,,
2021-01-03,PNG,PAPUA NEW GUINEA,WPR,,,,
2021-01-03,PRY,PARAGUAY,AMR,,,,
2021-01-03,PER,PERU,AMR,,,,
2021-01-03,PHL,PHILIPPINES,WPR,1957,,3263,
2021-01-03,PCN,PITCAIRN ISLANDS,WPR,,,,
2021-01-03,POL,POLAND,EUR,1898,16,7952,67
2021-01-03,PRT,PORTUGAL,EUR,1590,210,4330,651
2021-01-03,PRI,PUERTO RICO,AMR,,,,
2021-01-03,QAT,QATAR,EMR,135,26,855,54
2021-01-03,KOR,REPUBLIC OF KOREA,WPR,,,,
2021-01-03,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2021-01-03,REU,RÉUNION,AFR,,,,
2021-01-03,ROU,ROMANIA,EUR,,,,
2021-01-03,RUS,RUSSIAN FEDERATION,EUR,,,,
2021-01-03,RWA,RWANDA,AFR,,,,
2021-01-03,BLM,SAINT BARTHÉLEMY,AMR,,,,
2021-01-03,SHN,SAINT HELENA,AFR,,,,
2021-01-03,KNA,SAINT KITTS AND NEVIS,AMR,0,,0,
2021-01-03,LCA,SAINT LUCIA,AMR,,,,
2021-01-03,MAF,SAINT MARTIN,AMR,,,,
2021-01-03,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2021-01-03,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,1,0
2021-01-03,WSM,SAMOA,WPR,,,,
2021-01-03,SMR,SAN MARINO,EUR,,,,
2021-01-03,STP,SAO TOME AND PRINCIPE,AFR,,,,
2021-01-03,SAU,SAUDI ARABIA,EMR,,14,,28
2021-01-03,SEN,SENEGAL,AFR,,,,
2021-01-03,SRB,SERBIA,EUR,,,,
2021-01-03,SYC,SEYCHELLES,AFR,,,,
2021-01-03,SLE,SIERRA LEONE,AFR,,,,
2021-01-03,SGP,SINGAPORE,WPR,,,,
2021-01-03,SXM,SINT MAARTEN,AMR,1,0,7,3
2021-01-03,SVK,SLOVAKIA,EUR,1065,84,3872,335
2021-01-03,SVN,SLOVENIA,EUR,,,,
2021-01-03,SLB,SOLOMON ISLANDS,WPR,,,,
2021-01-03,SOM,SOMALIA,EMR,,,,
2021-01-03,ZAF,SOUTH AFRICA,AFR,,,,
2021-01-03,SSD,SOUTH SUDAN,AFR,,,,
2021-01-03,ESP,SPAIN,EUR,6046,589,19955,1991
2021-01-03,LKA,SRI LANKA,SEAR,,,,
2021-01-03,SDN,SUDAN,EMR,1101,,3848,
2021-01-03,SUR,SURINAME,AMR,,,,
2021-01-03,SWE,SWEDEN,EUR,1218,239,4506,815
2021-01-03,CHE,SWITZERLAND,EUR,1124,,4623,
2021-01-03,SYR,SYRIAN ARAB REPUBLIC,EMR,18,,46,
2021-01-03,TJK,TAJIKISTAN,EUR,,,,
2021-01-03,THA,THAILAND,SEAR,,,,
2021-01-03,GBR,THE UNITED KINGDOM,EUR,,,,
2021-01-03,TLS,TIMOR-LESTE,SEAR,5,,15,
2021-01-03,TGO,TOGO,AFR,,,,
2021-01-03,TKL,TOKELAU,WPR,,,,
2021-01-03,TON,TONGA,WPR,,,,
2021-01-03,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2021-01-03,TUN,TUNISIA,EMR,415,,995,0
2021-01-03,TUR,TURKEY,EUR,13154,2181,77420,13169
2021-01-03,TKM,TURKMENISTAN,EUR,,,,
2021-01-03,TCA,TURKS AND CAICOS ISLANDS,AMR,1,0,2,0
2021-01-03,TUV,TUVALU,WPR,,,,
2021-01-03,UGA,UGANDA,AFR,,,,
2021-01-03,UKR,UKRAINE,EUR,5213,838,29983,3285
2021-01-03,ARE,UNITED ARAB EMIRATES,EMR,,,,
2021-01-03,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2021-01-03,USA,UNITED STATES OF AMERICA,AMR,111856,,423820,
2021-01-03,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2021-01-03,URY,URUGUAY,AMR,,,,
2021-01-03,UZB,UZBEKISTAN,EUR,,,,
2021-01-03,VUT,VANUATU,WPR,,,,
2021-01-03,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2021-01-03,VNM,VIET NAM,WPR,,,,
2021-01-03,WLF,WALLIS AND FUTUNA,WPR,,,,
2021-01-03,YEM,YEMEN,EMR,,,,
2021-01-03,ZMB,ZAMBIA,AFR,,,,
2021-01-03,ZWE,ZIMBABWE,AFR,,,,
2020-12-27,AFG,AFGHANISTAN,EMR,137,,617,
2020-12-27,ALB,ALBANIA,EUR,,,,
2020-12-27,DZA,ALGERIA,AFR,,,,
2020-12-27,ASM,AMERICAN SAMOA,WPR,,,,
2020-12-27,AND,ANDORRA,EUR,,,,
2020-12-27,AGO,ANGOLA,AFR,,,,
2020-12-27,AIA,ANGUILLA,AMR,2,,5,0
2020-12-27,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2020-12-27,ARG,ARGENTINA,AMR,1534,284,6110,1134
2020-12-27,ARM,ARMENIA,EUR,,,,
2020-12-27,ABW,ARUBA,AMR,5,0,22,3
2020-12-27,AUS,AUSTRALIA,WPR,,,,
2020-12-27,AUT,AUSTRIA,EUR,670,121,3667,601
2020-12-27,AZE,AZERBAIJAN,EUR,,,,
2020-12-27,BHS,BAHAMAS,AMR,17,0,54,0
2020-12-27,BHR,BAHRAIN,EMR,328,,1282,
2020-12-27,BGD,BANGLADESH,SEAR,2017,,9807,
2020-12-27,BRB,BARBADOS,AMR,,,,
2020-12-27,BLR,BELARUS,EUR,,,,
2020-12-27,BEL,BELGIUM,EUR,1163,,5125,
2020-12-27,BLZ,BELIZE,AMR,,,10,0
2020-12-27,BEN,BENIN,AFR,,,,
2020-12-27,BMU,BERMUDA,AMR,2,0,8,2
2020-12-27,BTN,BHUTAN,SEAR,,,,
2020-12-27,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2020-12-27,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2020-12-27,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
2020-12-27,BWA,BOTSWANA,AFR,,,,
2020-12-27,BRA,BRAZIL,AMR,13767,4644,62043,20866
2020-12-27,VGB,BRITISH VIRGIN ISLANDS,AMR,,,,
2020-12-27,BRN,BRUNEI DARUSSALAM,WPR,,,,
2020-12-27,BGR,BULGARIA,EUR,2687,,17830,
2020-12-27,BFA,BURKINA FASO,AFR,,,,
2020-12-27,BDI,BURUNDI,AFR,,,,
2020-12-27,CPV,CABO VERDE,AFR,,,,
2020-12-27,KHM,CAMBODIA,WPR,,,,
2020-12-27,CMR,CAMEROON,AFR,,,,
2020-12-27,CAN,CANADA,AMR,2180,,8690,
2020-12-27,CYM,CAYMAN ISLANDS,AMR,13,,49,
2020-12-27,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2020-12-27,TCD,CHAD,AFR,,,,
2020-12-27,CHL,CHILE,AMR,1250,428,4254,1503
2020-12-27,CHN,CHINA,WPR,125,,461,
2020-12-27,COL,COLOMBIA,AMR,,,,
2020-12-27,COM,COMOROS,AFR,,,,
2020-12-27,COG,CONGO,AFR,,,,
2020-12-27,COK,COOK ISLANDS,WPR,,,,
2020-12-27,CRI,COSTA RICA,AMR,338,78,1488,286
2020-12-27,CIV,CÔTE D’IVOIRE,AFR,,,,
2020-12-27,HRV,CROATIA,EUR,,,,
2020-12-27,CUB,CUBA,AMR,,,,
2020-12-27,CUW,CURAÇAO,AMR,3,0,55,7
2020-12-27,CYP,CYPRUS,EUR,107,21,352,51
2020-12-27,CZE,CZECHIA,EUR,3934,725,14016,2490
2020-12-27,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2020-12-27,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2020-12-27,DNK,DENMARK,EUR,6,,15,2
2020-12-27,DJI,DJIBOUTI,EMR,,,,
2020-12-27,DMA,DOMINICA,AMR,,,,
2020-12-27,DOM,DOMINICAN REPUBLIC,AMR,,0,,0
2020-12-27,ECU,ECUADOR,AMR,420,,1681,
2020-12-27,EGY,EGYPT,EMR,2250,562,6830,1555
2020-12-27,SLV,EL SALVADOR,AMR,,,,
2020-12-27,GNQ,EQUATORIAL GUINEA,AFR,,,,
2020-12-27,ERI,ERITREA,AFR,,,,
2020-12-27,EST,ESTONIA,EUR,274,29,895,83
2020-12-27,SWZ,ESWATINI,AFR,,,,
2020-12-27,ETH,ETHIOPIA,AFR,,,,
2020-12-27,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
2020-12-27,FRO,FAROE ISLANDS,EUR,,,,
2020-12-27,FJI,FIJI,WPR,,,,
2020-12-27,FIN,FINLAND,EUR,73,15,413,88
2020-12-27,FRA,FRANCE,EUR,7254,1073,31814,4380
2020-12-27,GUF,FRENCH GUIANA,AMR,,,,
2020-12-27,PYF,FRENCH POLYNESIA,WPR,,,,
2020-12-27,GAB,GABON,AFR,,,,
2020-12-27,GMB,GAMBIA,AFR,,,,
2020-12-27,GEO,GEORGIA,EUR,,,,
2020-12-27,DEU,GERMANY,EUR,11151,844,44613,3219
2020-12-27,GHA,GHANA,AFR,,,,
2020-12-27,GIB,GIBRALTAR,EUR,,,,
2020-12-27,GRC,GREECE,EUR,1019,172,6880,893
2020-12-27,GRL,GREENLAND,EUR,,,,
2020-12-27,GRD,GRENADA,AMR,,,,
2020-12-27,GLP,GUADELOUPE,AMR,,,,
2020-12-27,GUM,GUAM,WPR,,,,
2020-12-27,GTM,GUATEMALA,AMR,13,8,53,41
2020-12-27,GGY,GUERNSEY,EUR,,,,
